feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Clostridium.sensu.stricto.18	Segment	DI	0.369399618909035	0.411077358741073	47	22	0.378961687122664	0.642951755246206
Corynebacterium.1	plin2	plin2	-0.0667234754508396	0.0751115121040599	47	46	0.381638648021622	0.642951755246206
Globicatella	foxp3	foxp3	-0.181238821733002	0.202997455244815	47	46	0.377044364447624	0.642951755246206
Jeotgalicoccus	plin2	plin2	-0.221715431890802	0.250549083972022	47	17	0.381239020654481	0.642951755246206
Morganella	Diet	IM	-0.527729648325684	0.589649507231814	47	14	0.375893762191112	0.642951755246206
Morganella	foxp3	foxp3	-0.274830530725931	0.306410032880891	47	14	0.374865143225382	0.642951755246206
f__Enterococcaceae	plin2	plin2	0.124253932136849	0.142296128569382	47	43	0.387653475013447	0.649094190720191
f__Atopobiaceae	foxp3	foxp3	-0.0773553071875318	0.0893306455428124	47	26	0.391444256430063	0.652528775800778
f__Peptostreptococcaceae	plin2	plin2	-0.133291398395566	0.154348129918453	47	42	0.39272565210232	0.652528775800778
Atopobium	foxp3	foxp3	-0.22223751516859	0.261867214524405	47	16	0.400889152453066	0.656000431286835
Photobacterium	plin2	plin2	-0.167593115427442	0.197012375011922	47	31	0.399774859211605	0.656000431286835
Ureibacillus	Segment	DI	0.206660304432944	0.240422296344369	47	46	0.399159789488818	0.656000431286835
Virgibacillus	Segment	DI	0.19970808863761	0.23511093190488	47	12	0.400463204227035	0.656000431286835
Staphylococcus	foxp3	foxp3	-0.13100467081036	0.1564735784382	47	46	0.407205115196988	0.663821168924901
Clostridium.sensu.stricto.7	Segment	DI	-0.207285390511367	0.249297766254906	47	24	0.410406566525902	0.664028602019437
Saccharopolyspora	foxp3	foxp3	-0.22328630989573	0.268339804546395	47	17	0.410057298800104	0.664028602019437
Corynebacterium.1	foxp3	foxp3	-0.0738415449038164	0.0891623102354507	47	46	0.412834583830143	0.665464702293365
Sphingobacterium	plin2	plin2	-0.281083005689181	0.342522552366968	47	27	0.416492635084232	0.668865495748656
Acinetobacter	Diet	IM	-0.420432164343824	0.525773760311707	47	20	0.43176471858686	0.67354634085985
Cetobacterium	plin2	plin2	-0.192912043727348	0.243581322046031	47	27	0.432821643517276	0.67354634085985
f__Clostridiaceae.1	plin2	plin2	0.251558051734064	0.319876407925513	47	36	0.436557813520273	0.67354634085985
Gallicola	Segment	DI	0.359520870882486	0.454494871052646	47	34	0.433368632358248	0.67354634085985
Gallicola	foxp3	foxp3	-0.206777378530391	0.254544679269429	47	34	0.421175987664537	0.67354634085985
Hathewaya	Segment	DI	0.353789499502633	0.449508142670134	47	18	0.435666216717105	0.67354634085985
Hathewaya	foxp3	foxp3	-0.201113888223035	0.251751809079738	47	18	0.428867422515696	0.67354634085985
Jeotgalicoccus	Segment	DI	0.382095564704921	0.476298737263571	47	17	0.426942713586674	0.67354634085985
Kurthia	foxp3	foxp3	-0.0960142373794361	0.120082327505468	47	47	0.428459012021865	0.67354634085985
Pediococcus	Segment	DI	-0.213284309728214	0.267257557949452	47	44	0.434180072823175	0.67354634085985
Peptoniphilus	plin2	plin2	-0.164169901428814	0.206276031650374	47	27	0.430606451835783	0.67354634085985
Brochothrix	plin2	plin2	0.133628785147561	0.171882502130973	47	17	0.441288848631477	0.678422713910313
Clostridium.sensu.stricto.15	Segment	DI	-0.421269944417938	0.551029864512406	47	22	0.453206544330573	0.679766741290083
Curtobacterium	foxp3	foxp3	0.16680156017122	0.21813802652835	47	19	0.448748858884492	0.679766741290083
Flavobacterium	Diet	IM	-0.523944887907046	0.691492986385254	47	17	0.452860497433905	0.679766741290083
Flavobacterium	foxp3	foxp3	0.274694401120766	0.359332766493626	47	17	0.448868923065085	0.679766741290083
Kroppenstedtia	Diet	IM	0.371297799063085	0.491769491944001	47	16	0.457838403710365	0.679766741290083
Lactovum	foxp3	foxp3	0.124310463055244	0.165536069888461	47	21	0.456930684836389	0.679766741290083
Macrococcus	plin2	plin2	-0.168775143293878	0.223967496126435	47	43	0.455311476676966	0.679766741290083
o__Lactobacillales	Segment	DI	0.270806334707435	0.354987130491205	47	41	0.453610370832821	0.679766741290083
Pseudomonas	plin2	plin2	0.206903287253467	0.269802286288938	47	25	0.447666741031808	0.679766741290083
Rhodococcus	Diet	IM	0.44432138126229	0.565574355994607	47	24	0.457898429896792	0.679766741290083
Anaerosalibacter	Segment	DI	-0.34396885502102	0.460204033848544	47	26	0.459664970956924	0.680052285799285
Leuconostoc	Segment	DI	0.244311580046673	0.331877169963624	47	40	0.466378620117424	0.687629910889854
f__Erysipelotrichaceae	foxp3	foxp3	-0.177030160651924	0.241852322267456	47	21	0.468248041738148	0.688037938880544
Acidipropionibacterium	Segment	DI	-0.316603591037102	0.435456875734793	47	24	0.474842513263348	0.695362595694123
Brochothrix	foxp3	foxp3	-0.126839816494992	0.181109645610959	47	17	0.487654539661519	0.697572056734358
Curtobacterium	plin2	plin2	0.143544998823316	0.204884796200259	47	19	0.487407800305233	0.697572056734358
f__Beutenbergiaceae	foxp3	foxp3	-0.0243998280097754	0.034627824258199	47	23	0.484929268447376	0.697572056734358
f__Erysipelotrichaceae	plin2	plin2	-0.161983421090757	0.227158302231579	47	21	0.479736007398227	0.697572056734358
f__Planococcaceae	foxp3	foxp3	-0.144029081094841	0.20266527224904	47	41	0.481215937565467	0.697572056734358
Herbinix	plin2	plin2	-0.153040003842019	0.218203968700055	47	26	0.487633162271384	0.697572056734358
Weissella	Segment	DI	-0.121882367516049	0.172346599815338	47	47	0.483351978413762	0.697572056734358
Rhodococcus	Segment	DI	-0.303778163316373	0.431947569200202	47	24	0.489643752545136	0.698105944222768
Kurthia	Segment	DI	-0.147970393084861	0.2144095178573	47	47	0.493908691923447	0.70187024641753
Anaerosalibacter	plin2	plin2	0.176170334665335	0.257842025059843	47	26	0.498256725693423	0.703421259802479
Peptoniphilus	Segment	DI	-0.26102356024971	0.381555610502287	47	27	0.498236187149454	0.703421259802479
Rhodococcus	foxp3	foxp3	-0.1765197818735	0.263806186061808	47	24	0.507078686805803	0.713543950163215
Kroppenstedtia	Segment	DI	-0.245049065582592	0.367354324264934	47	16	0.512050346989262	0.718200486686237
f__Family.XI	foxp3	foxp3	0.147328829580833	0.224585342640166	47	12	0.515399612809733	0.720558681986423
f__Clostridiaceae.1	Diet	IM	0.45148760575916	0.688273037801708	47	36	0.519302538798387	0.723673215357752
Gallicola	plin2	plin2	0.152848035172017	0.239079520274286	47	34	0.526087342174664	0.730770841863199
Anaerocolumna	foxp3	foxp3	0.0758503459129368	0.123533426074108	47	17	0.542643521713342	0.737326687995845
Lactobacillus	foxp3	foxp3	-0.0257178184714825	0.0423937719492907	47	47	0.54735427388056	0.737326687995845
Lactovum	plin2	plin2	0.0944133083549077	0.155562196023807	47	21	0.547370322065126	0.737326687995845
Macrococcus	Segment	DI	0.258781626981343	0.425766615874025	47	43	0.546591740466299	0.737326687995845
Nosocomiicoccus	foxp3	foxp3	0.126077492243958	0.204201085922266	47	32	0.540432159677769	0.737326687995845
o__Bacillales	plin2	plin2	0.117437669325694	0.192887149515899	47	43	0.546090200751256	0.737326687995845
Ornithinibacillus	foxp3	foxp3	-0.0533526231509278	0.0855609447027665	47	26	0.536321206551118	0.737326687995845
Photobacterium	foxp3	foxp3	-0.127551301166239	0.209756367889583	47	31	0.546400537749245	0.737326687995845
Tepidimicrobium	plin2	plin2	0.0682208775889142	0.111835771518166	47	29	0.545320428158613	0.737326687995845
Vagococcus	foxp3	foxp3	0.0749893705172287	0.123771134344937	47	47	0.54787469177469	0.737326687995845
Brevibacterium	plin2	plin2	0.111025516851109	0.186177478668635	47	41	0.554913194208209	0.742174922284663
Savagea	plin2	plin2	-0.101898755597523	0.170126571132697	47	42	0.553550842314259	0.742174922284663
o__Lactobacillales	plin2	plin2	-0.121187762674972	0.207283793812566	47	41	0.562689729715357	0.747867248299554
Pantoea	plin2	plin2	0.151097909434408	0.259012529352906	47	14	0.562769726901754	0.747867248299554
Savagea	foxp3	foxp3	0.111475628854336	0.191760360924044	47	42	0.564362784596423	0.747867248299554
Aerococcus	foxp3	foxp3	0.151057681732457	0.262288769657426	47	13	0.567766543388814	0.750076901357699
Megasphaera	foxp3	foxp3	-0.096280131570192	0.169562527531369	47	22	0.57320119145335	0.754947910694657
Aerococcus	Diet	IM	0.316403965853356	0.572292744726988	47	13	0.585441825144257	0.768726043958417
f__Lachnospiraceae	plin2	plin2	0.062061758231818	0.114532486809708	47	47	0.590771198164778	0.773373204870255
Anaerosalibacter	foxp3	foxp3	-0.143595872301295	0.271407831346793	47	26	0.599623781748671	0.774992712904578
Cerasibacillus	plin2	plin2	-0.0725218269733533	0.13804586968098	47	16	0.602590519117192	0.774992712904578
Kocuria	foxp3	foxp3	-0.121119521908182	0.230933390640978	47	12	0.602772110036894	0.774992712904578
Leuconostoc	foxp3	foxp3	-0.0996135862320044	0.187247397655116	47	40	0.597554366716984	0.774992712904578
Nosocomiicoccus	plin2	plin2	-0.101817591684058	0.189587107372971	47	32	0.594710804398192	0.774992712904578
Tepidimicrobium	foxp3	foxp3	-0.0623518474621892	0.117269082412977	47	29	0.597937633134827	0.774992712904578
Aeribacillus	Diet	IM	0.303209724306421	0.603169015685586	47	24	0.617804964049814	0.78962054576781
Pediococcus	plin2	plin2	-0.0730517300753303	0.144520701922227	47	44	0.616373050995282	0.78962054576781
Carnobacterium	plin2	plin2	-0.116518090291347	0.232983570639145	47	22	0.62019478985429	0.790336723354139
Exiguobacterium	Segment	DI	-0.172361589264757	0.354150123507385	47	21	0.629007714881447	0.799209802437603
f__Acidaminococcaceae	plin2	plin2	0.113093270781103	0.242302905295374	47	19	0.643581767656532	0.803547178114514
Herbinix	Segment	DI	-0.189529024056126	0.398653466850701	47	26	0.639241762858342	0.803547178114514
Leucobacter	Segment	DI	0.255421448886871	0.537903673957205	47	41	0.637356652242147	0.803547178114514
Propionibacterium	Segment	DI	-0.0636919740330027	0.133087074597797	47	25	0.635134579219965	0.803547178114514
Staphylococcus	Segment	DI	-0.128863146849973	0.274972892531909	47	46	0.642088379810639	0.803547178114514
Streptococcus	Segment	DI	-0.192546189538064	0.41272925054681	47	43	0.643254645607469	0.803547178114514
Clostridium.sensu.stricto.18	plin2	plin2	-0.108309995752436	0.238845807120444	47	22	0.653085622908507	0.803797689733548
Clostridium.sensu.stricto.8	plin2	plin2	-0.143052807946125	0.309769263949258	47	19	0.647236462782676	0.803797689733548
f__Corynebacteriaceae	plin2	plin2	0.116921112355169	0.256590378249248	47	31	0.650972930979071	0.803797689733548
Kroppenstedtia	plin2	plin2	-0.0960431029156706	0.208628187725495	47	16	0.648065869632312	0.803797689733548
Moritella	plin2	plin2	-0.150909995758774	0.332819225877702	47	19	0.652573766785276	0.803797689733548
Herbinix	foxp3	foxp3	-0.104702543517046	0.237293038283696	47	26	0.661318913177094	0.809319463151571
Sporosarcina	plin2	plin2	0.134359615672948	0.30248123010287	47	26	0.659656326335747	0.809319463151571
Megasphaera	Segment	DI	0.130993182847361	0.300328199460018	47	22	0.665304143828599	0.811896582299308
Clostridium.sensu.stricto.1	foxp3	foxp3	-0.149411724036781	0.351729626717538	47	42	0.673177096379735	0.819190156721256
Clostridium.sensu.stricto.1	Segment	DI	-0.237509031807435	0.60098234877587	47	42	0.696614654204077	0.842962270633505
f__Clostridiaceae.1	Segment	DI	-0.234645141517013	0.589698068954418	47	36	0.695354188000131	0.842962270633505
Atopococcus	plin2	plin2	0.0605156227957086	0.158648782948272	47	13	0.705105516323986	0.850853583944028
Paenibacillus	plin2	plin2	0.07475867623671	0.199252995569975	47	41	0.709561609010504	0.853845724491748
Romboutsia	Segment	DI	-0.0306544936215747	0.0835353101759985	47	24	0.717184020204356	0.860620824245227
Bacteroides	plin2	plin2	-0.0993276579277321	0.274809725410825	47	29	0.719581357915321	0.860797252414482
Clostridium.sensu.stricto.8	foxp3	foxp3	-0.118974427691254	0.332018505401414	47	19	0.721997810644264	0.860797252414482
f__Corynebacteriaceae	Segment	DI	-0.172744818474331	0.487783356524848	47	31	0.725003924625579	0.860797252414482
Kocuria	Segment	DI	0.122148047047719	0.343055809833254	47	12	0.725301388608499	0.860797252414482
Globicatella	plin2	plin2	-0.0669130441227974	0.190664107991276	47	46	0.72738224214919	0.860901722214931
Paenibacillus	foxp3	foxp3	0.0722388861201426	0.20851616719292	47	41	0.730910048084452	0.862713499378369
Eubacterium.nodatum.group	plin2	plin2	-0.0646669486185066	0.193491119032779	47	16	0.740512987591504	0.866102759993482
f__Corynebacteriaceae	foxp3	foxp3	-0.0909839349721587	0.273188249081915	47	31	0.74075728758813	0.866102759993482
Leucobacter	Diet	IM	0.192271005922032	0.579736315347264	47	41	0.741800974994417	0.866102759993482
Propionibacterium	foxp3	foxp3	0.0255585609082188	0.0766720599333632	47	25	0.74053196540865	0.866102759993482
Sphaerochaeta	plin2	plin2	-0.06811331298125	0.207829385922913	47	16	0.744817320667215	0.867280545898212
Shewanella	plin2	plin2	-0.0601205724016969	0.190530096754501	47	12	0.753911507634886	0.875510137898577
Actinomyces	Segment	DI	0.135851844655672	0.446392251173757	47	36	0.762377120218862	0.881253325972609
Pediococcus	foxp3	foxp3	0.0473404640409315	0.155920298352055	47	44	0.762936907207768	0.881253325972609
Pseudomonas	foxp3	foxp3	-0.0864645843262103	0.288156699243356	47	25	0.765643116004726	0.882020869637444
Lactococcus	Segment	DI	-0.0857207521658409	0.300490732984837	47	38	0.77842876807935	0.889632877804972
Staphylococcus	Diet	IM	0.0950029313867564	0.324570050213837	47	46	0.777793149118883	0.889632877804972
Weissella	foxp3	foxp3	0.0277031592612224	0.0965245435477979	47	47	0.775518669371159	0.889632877804972
Peptococcus	Segment	DI	0.119139792509994	0.434757426566349	47	15	0.785399189846701	0.895230738822625
Pseudogracilibacillus	Diet	IM	0.199098081247504	0.732182422617924	47	17	0.787979247136027	0.895807986217799
Clostridium.sensu.stricto.5	plin2	plin2	0.0426272823329383	0.165408946800984	47	23	0.797890468023236	0.901726735734121
Exiguobacterium	plin2	plin2	-0.0471247236785367	0.18629482316736	47	21	0.801534876208108	0.901726735734121
Paraclostridium	Diet	IM	0.228060895210047	0.864949014555778	47	37	0.800383870691834	0.901726735734121
Staphylococcus	plin2	plin2	-0.0381873920933884	0.14745645833803	47	46	0.796937122164586	0.901726735734121
Actinomyces	plin2	plin2	0.0563689583289137	0.234817270913533	47	36	0.811455764552474	0.90872207151099
Macrococcus	foxp3	foxp3	-0.0570861218541463	0.238455114862517	47	43	0.811959999081579	0.90872207151099
Aeribacillus	foxp3	foxp3	0.0666851073416817	0.313435414873155	47	24	0.832546958933299	0.914295900223737
Aeribacillus	plin2	plin2	0.0638721776386076	0.294392280521911	47	24	0.829287821522211	0.914295900223737
Atopococcus	foxp3	foxp3	-0.0371691115886562	0.176117619307391	47	13	0.833871723815168	0.914295900223737
Cellulosimicrobium	plin2	plin2	-0.0288329449953228	0.131109288530027	47	21	0.827002495498629	0.914295900223737
f__Atopobiaceae	plin2	plin2	0.0180215198352458	0.0804194274634799	47	26	0.823957743597462	0.914295900223737
Lactococcus	plin2	plin2	-0.037599550603988	0.167302833893544	47	38	0.823498394070366	0.914295900223737
Moritella	foxp3	foxp3	-0.075283390746252	0.354348055444258	47	19	0.83277902973298	0.914295900223737
o__Bacillales	foxp3	foxp3	0.0474060501745024	0.206521755055703	47	43	0.819580009213375	0.914295900223737
Empedobacter	plin2	plin2	-0.055377835097513	0.266740011744091	47	16	0.83666620249226	0.91503746702951
Curtobacterium	Segment	DI	-0.0766449145880933	0.389490027932351	47	19	0.844946722336947	0.919438246976224
Pantoea	foxp3	foxp3	-0.0547226505718841	0.27576708007135	47	14	0.843659872866513	0.919438246976224
Leuconostoc	plin2	plin2	-0.0333956608770911	0.176138581827619	47	40	0.850566294888936	0.92016270544092
Microbacterium	foxp3	foxp3	-0.00814439595325258	0.043386572730244	47	24	0.852002505037889	0.92016270544092
Paraclostridium	plin2	plin2	-0.0481843686559204	0.250993734180233	47	37	0.848730406167844	0.92016270544092
Romboutsia	foxp3	foxp3	-0.00946967586315313	0.0538695049430589	47	24	0.86130867680364	0.927893636855791
Paenibacillus	Segment	DI	-0.059749191018103	0.345327306637015	47	41	0.863604849671913	0.928052972781758
Eubacterium.nodatum.group	Segment	DI	0.0489250355778671	0.31724526091304	47	16	0.878887607822849	0.942132621785287
Sporosarcina	Diet	IM	0.109871051766086	0.725144486112301	47	26	0.883862598474008	0.945120402328642
Brevibacterium	foxp3	foxp3	-0.029592816313782	0.211536781949114	47	41	0.889423234362957	0.948718116653821
Aeribacillus	Segment	DI	0.0686207461880777	0.559645516358731	47	24	0.90299709156124	0.960824491513437
f__Eggerthellaceae	foxp3	foxp3	-0.0255730880372174	0.216474379862632	47	23	0.906526705980815	0.962210164579145
Lactovum	Segment	DI	-0.0332755228714321	0.294794087025393	47	21	0.910781599699472	0.964356987917089
Atopococcus	Segment	DI	0.0300531560279527	0.280543617135384	47	13	0.915682501367101	0.96690181486979
Pseudogracilibacillus	foxp3	foxp3	-0.038628028184657	0.371384978930193	47	17	0.917661444668088	0.96690181486979
Clostridium.sensu.stricto.1	plin2	plin2	-0.0301439898180257	0.326946872043189	47	42	0.927059582874519	0.971300956615472
Clostridium.sensu.stricto.8	Segment	DI	0.0485298734361203	0.534547290668036	47	19	0.928581701579143	0.971300956615472
Virgibacillus	foxp3	foxp3	-0.0123244799815311	0.131676374291872	47	12	0.925874574534983	0.971300956615472
Atopostipes	Segment	DI	-0.0451927233344367	0.63916295005579	47	23	0.944261348268333	0.975099363344053
Clostridium.sensu.stricto.7	foxp3	foxp3	0.00927411218245605	0.139621861533812	47	24	0.947356192491623	0.975099363344053
Comamonas	Diet	IM	-0.0552193353571102	0.735442699558634	47	21	0.940505069579014	0.975099363344053
Paraclostridium	Segment	DI	0.0317563909145084	0.440375895042557	47	37	0.942910661348701	0.975099363344053
Propionibacterium	plin2	plin2	-0.00554392304854073	0.0724479822739007	47	25	0.939367157416976	0.975099363344053
Pseudogracilibacillus	Segment	DI	-0.0482180300639123	0.639949602830068	47	17	0.940607773849767	0.975099363344053
Pseudogracilibacillus	plin2	plin2	-0.0216280196670735	0.344577147996982	47	17	0.950270444370015	0.975099363344053
Streptococcus	plin2	plin2	-0.0139674782911809	0.217109405427079	47	43	0.949009652704608	0.975099363344053
Brevibacillus	foxp3	foxp3	0.013858951640013	0.259482960356763	47	35	0.957658581361765	0.980351912673655
Rhodococcus	plin2	plin2	0.011114228741937	0.241420685655747	47	24	0.963539524778177	0.984040365730904
f__Lachnospiraceae	foxp3	foxp3	-0.00502109519794224	0.121941164544167	47	47	0.967350411895391	0.985602306459455
Exiguobacterium	foxp3	foxp3	0.00736825459238805	0.198345537745296	47	21	0.970542549825787	0.986527956528799
Eubacterium.nodatum.group	foxp3	foxp3	-0.00655095129612298	0.227534212042996	47	16	0.977179563598215	0.988621947246906
Peptostreptococcus	foxp3	foxp3	-0.00510756848531149	0.1632896797483	47	46	0.975200315367927	0.988621947246906
Clostridium.sensu.stricto.7	plin2	plin2	0.0032091700524992	0.131138972423673	47	24	0.980592401582609	0.98975681655067
Aerococcus	Segment	DI	-0.00780270557906212	0.402834429357773	47	13	0.984723708081131	0.99115836231513
Leucobacter	plin2	plin2	-0.00479149166372618	0.282955343424696	47	41	0.9865696661933	0.99115836231513
Brevibacillus	plin2	plin2	0.00290511396325403	0.243717770332106	47	35	0.990545889641598	0.992844139965592
Brevibacillus	Segment	DI	0.00247102649786176	0.463312275653093	47	35	0.995769840852059	0.995769840852059
